"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
23,4,3,"D",0,0,0,0,0,1,0,4772
52,2,4,"C",1,1,1,4,1,1,3,4773
42,1,2,"C",0,1,1,6,1,4,3,4774
28,0,4,"D",0,0,0,6,0,3,0,4775
43,9,3,"A",0,1,1,4,1,1,1,4776
30,3,2,"D",0,0,1,6,0,1,0,4777
26,1,6,"A",0,0,0,0,0,0,1,4778
86,0,2,"C",0,1,1,5,2,5,3,4779
52,0,2,"C",0,1,1,3,1,1,3,4780
43,0,1,"A",1,1,0,1,0,1,1,4781
33,3,1,"D",0,0,1,0,0,1,0,4782
25,9,2,"C",0,1,1,0,0,1,3,4783
55,1,1,"B",1,1,1,4,0,1,2,4784
47,9,4,"C",1,1,1,1,1,5,3,4785
27,9,4,"D",0,0,0,6,0,1,0,4786
38,8,4,"C",0,1,1,0,1,1,3,4787
69,2,9,"C",1,1,1,4,1,6,3,4788
19,1,5,"C",0,0,0,6,0,0,3,4789
28,9,2,"D",1,0,0,8,0,3,0,4790
65,1,2,"C",0,1,1,4,2,1,3,4791
25,11,3,"D",1,1,0,7,1,1,0,4792
52,1,2,"A",1,0,1,4,0,1,1,4793
37,0,2,"B",1,0,1,4,0,1,2,4794
29,0,2,"D",0,1,1,3,0,5,0,4795
31,0,3,"D",0,0,1,0,0,3,0,4796
36,9,1,"C",1,0,1,8,0,3,3,4797
51,2,2,"A",0,1,1,4,0,1,1,4798
60,0,2,"B",0,1,0,5,2,1,2,4799
22,9,4,"D",1,0,0,0,0,1,0,4800
28,9,2,"C",0,1,1,1,1,3,3,4801
52,1,3,"C",1,1,1,4,1,1,3,4802
28,0,4,"C",1,0,0,6,0,1,3,4803
37,5,2,"B",1,1,1,4,1,1,2,4804
53,2,3,"C",0,1,1,6,1,1,3,4805
23,0,6,"B",1,0,0,2,0,3,2,4806
75,0,2,"B",1,1,1,2,2,1,2,4807
53,0,4,"C",0,1,1,4,2,1,3,4808
30,12,2,"B",0,1,1,4,1,1,2,4809
31,0,2,"A",1,1,0,3,1,3,1,4810
27,0,5,"B",0,0,1,6,0,1,2,4811
65,0,1,"A",0,1,1,2,0,1,1,4812
52,0,2,"B",0,1,0,3,1,0,2,4813
51,8,6,"D",1,0,0,1,0,0,0,4814
30,8,5,"D",1,1,1,1,1,0,0,4815
42,11,2,"C",0,0,1,4,0,1,3,4816
19,9,8,"D",1,0,0,0,0,6,0,4817
41,0,4,"C",0,1,1,4,1,0,3,4818
36,14,4,"D",1,0,0,1,0,1,0,4819
43,0,2,"A",1,1,1,0,1,3,1,4820
85,0,1,"D",0,1,0,2,0,1,0,4821
47,1,2,"C",1,1,1,4,1,2,3,4822
60,0,2,"D",1,1,1,2,0,1,0,4823
37,5,1,"B",1,0,1,6,0,5,2,4824
31,0,2,"C",0,0,1,0,0,0,3,4825
37,4,7,"A",0,0,1,4,0,2,1,4826
35,1,4,"A",0,1,1,1,1,3,1,4827
50,1,1,"B",0,0,1,4,0,5,2,4828
21,1,4,"D",0,0,0,0,0,0,0,4829
59,1,2,"C",0,1,0,3,1,2,3,4830
20,1,5,"D",1,0,0,0,0,0,0,4831
49,9,1,"A",1,0,1,1,0,1,1,4832
62,0,4,"C",0,1,1,5,2,1,3,4833
61,0,5,"C",0,1,1,4,1,1,3,4834
41,5,3,"A",1,1,0,8,1,1,1,4835
21,1,3,"D",0,1,0,6,0,3,0,4836
38,1,6,"B",1,1,0,1,1,0,2,4837
48,2,2,"C",1,1,1,4,0,1,3,4838
43,1,4,"B",0,1,1,0,2,0,2,4839
38,2,2,"B",0,1,1,3,1,1,2,4840
32,10,2,"D",0,0,0,6,0,1,0,4841
38,8,2,"D",1,0,1,0,0,1,0,4842
43,0,3,"A",1,0,1,4,0,1,1,4843
76,0,2,"A",0,0,1,2,0,1,1,4844
30,9,5,"D",0,0,1,0,0,1,0,4845
31,1,4,"D",0,0,0,0,0,2,0,4846
23,0,3,"D",0,0,0,0,0,3,0,4847
70,0,3,"B",0,1,0,2,2,4,2,4848
25,1,1,"A",1,0,0,1,0,0,1,4849
29,1,2,"D",0,0,0,8,0,1,0,4850
71,1,2,"C",0,1,1,4,1,1,3,4851
41,2,1,"A",1,0,1,4,0,1,1,4852
20,0,3,"B",0,0,0,8,0,3,2,4853
27,14,2,"A",0,1,0,3,1,1,1,4854
27,1,2,"D",0,1,1,0,2,1,0,4855
18,0,4,"D",1,0,0,0,0,0,0,4856
41,9,2,"B",1,1,1,4,2,5,2,4857
67,1,2,"A",0,1,0,2,1,1,1,4858
28,0,2,"A",1,1,1,4,0,2,1,4859
45,1,4,"B",0,1,0,4,1,1,2,4860
36,8,4,"C",0,1,0,5,2,1,3,4861
33,1,3,"C",1,0,0,1,0,1,3,4862
87,1,2,"C",1,1,1,4,1,1,3,4863
52,3,1,"A",1,1,1,4,0,1,1,4864
32,1,3,"D",1,0,0,0,0,1,0,4865
42,1,7,"A",1,0,1,1,0,0,1,4866
22,8,5,"D",0,0,0,0,0,5,0,4867
18,2,4,"D",1,0,0,6,0,1,0,4868
26,1,4,"D",1,0,0,6,0,5,0,4869
66,6,4,"B",1,1,0,1,1,6,2,4870
69,1,2,"B",0,1,0,2,0,4,2,4871
55,1,2,"A",0,1,1,4,0,1,1,4872
49,6,2,"C",1,1,1,4,0,1,3,4873
61,3,2,"A",0,1,1,6,0,1,1,4874
47,0,1,"C",1,0,1,4,0,4,3,4875
59,0,5,"C",0,1,1,5,2,1,3,4876
38,3,4,"B",0,1,1,4,1,1,2,4877
55,8,2,"C",0,1,1,4,1,5,3,4878
25,1,1,"D",1,0,0,7,0,5,0,4879
36,2,4,"A",0,0,0,4,0,1,1,4880
41,0,1,"A",0,1,1,3,0,1,1,4881
39,1,3,"A",1,0,0,1,0,3,1,4882
33,0,5,"D",1,0,0,1,0,3,0,4883
78,0,3,"B",1,1,0,2,2,1,2,4884
87,0,1,"A",1,1,0,2,0,0,1,4885
19,1,6,"D",0,0,0,0,0,0,0,4886
60,1,4,"C",1,1,1,4,2,1,3,4887
77,1,2,"C",0,1,0,2,2,1,3,4888
43,5,1,"D",1,1,0,3,0,3,0,4889
51,6,3,"C",1,1,1,4,1,1,3,4890
18,0,5,"C",0,0,0,6,0,5,3,4891
46,0,2,"B",1,0,1,4,0,1,2,4892
20,1,5,"D",1,0,0,0,0,1,0,4893
27,0,5,"A",1,0,1,0,0,0,1,4894
26,0,2,"C",0,1,1,4,0,4,3,4895
57,0,3,"C",1,1,1,4,2,3,3,4896
38,2,2,"C",0,1,1,4,0,1,3,4897
41,1,3,"A",0,1,0,6,0,1,1,4898
38,0,3,"A",1,1,0,1,0,0,1,4899
30,0,1,"D",1,0,1,0,0,1,0,4900
37,2,3,"A",0,1,0,3,0,1,1,4901
28,9,2,"A",0,1,1,4,1,1,1,4902
43,1,3,"B",0,1,0,4,2,1,2,4903
21,0,5,"D",0,0,0,6,0,2,0,4904
33,1,3,"A",0,1,1,4,1,1,1,4905
78,1,2,"A",0,1,1,2,2,1,1,4906
23,1,5,"D",0,0,0,0,0,3,0,4907
27,9,2,"A",1,0,0,0,0,1,1,4908
45,1,3,"B",1,1,1,4,1,1,2,4909
31,0,1,"D",0,0,0,6,0,1,0,4910
37,1,3,"C",1,0,1,0,0,1,3,4911
33,9,2,"D",0,0,1,3,0,1,0,4912
32,1,3,"A",0,0,1,0,0,1,1,4913
32,7,4,"D",1,0,0,6,0,3,0,4914
36,0,2,"B",0,1,1,4,1,1,2,4915
43,9,2,"C",0,1,1,4,0,1,3,4916
41,1,2,"C",0,1,1,1,1,1,3,4917
55,1,2,"B",1,1,0,4,0,3,2,4918
61,9,4,"C",0,1,0,1,1,1,3,4919
38,13,2,"D",1,0,0,4,0,0,0,4920
62,0,6,"C",0,1,1,3,1,1,3,4921
33,0,4,"D",1,0,0,8,0,3,0,4922
53,1,2,"B",0,1,1,3,1,1,2,4923
38,0,3,"A",0,0,1,6,0,1,1,4924
51,2,4,"C",0,1,0,4,1,2,3,4925
45,0,4,"C",0,1,1,4,1,1,3,4926
71,2,1,"B",1,1,0,1,0,1,2,4927
26,0,6,"A",1,0,0,7,0,3,1,4928
84,1,1,"A",1,1,1,2,0,1,1,4929
56,0,2,"C",0,1,0,2,2,1,3,4930
27,8,4,"D",0,0,0,8,0,0,0,4931
36,3,3,"D",0,0,0,1,0,1,0,4932
70,1,3,"B",1,1,1,4,0,2,2,4933
40,0,2,"C",1,1,1,1,1,1,3,4934
22,0,4,"D",0,0,0,0,0,5,0,4935
48,4,1,"B",0,1,1,4,0,1,2,4936
41,9,2,"C",1,1,1,4,1,1,3,4937
77,0,2,"C",0,1,1,2,0,3,3,4938
72,6,1,"D",0,1,1,4,0,1,0,4939
21,1,3,"D",1,0,0,0,0,3,0,4940
29,3,4,"C",1,0,1,0,0,5,3,4941
29,7,7,"D",1,0,1,4,0,0,0,4942
18,0,2,"D",0,0,0,0,0,0,0,4943
38,0,2,"B",1,1,1,1,1,1,2,4944
48,3,2,"B",1,1,1,7,1,3,2,4945
48,1,2,"A",1,1,1,6,1,5,1,4946
37,3,1,"C",1,0,1,4,0,1,3,4947
32,9,5,"D",0,0,1,0,0,1,0,4948
33,3,5,"B",0,0,0,0,0,5,2,4949
47,0,5,"A",0,1,0,4,1,0,1,4950
63,1,3,"C",0,1,1,4,1,0,3,4951
65,11,2,"C",0,1,1,2,2,1,3,4952
22,1,4,"D",0,1,0,0,1,2,0,4953
42,4,1,"B",1,1,0,1,0,1,2,4954
43,8,1,"A",0,1,0,4,0,1,1,4955
27,5,4,"B",0,0,1,4,0,3,2,4956
42,7,1,"A",0,0,1,4,0,1,1,4957
45,1,3,"C",0,1,1,5,2,1,3,4958
33,9,6,"D",0,0,1,6,0,0,0,4959
58,0,4,"B",0,1,0,5,2,3,2,4960
21,0,3,"A",0,0,0,6,0,1,1,4961
85,4,1,"D",1,0,1,7,0,1,0,4962
41,1,3,"B",0,0,0,6,0,1,2,4963
57,0,1,"B",1,1,0,1,0,3,2,4964
38,0,5,"A",0,1,0,6,1,1,1,4965
50,0,5,"C",0,1,1,4,1,1,3,4966
26,1,6,"C",0,0,0,0,0,1,3,4967
25,12,2,"A",0,1,1,4,0,1,1,4968
63,1,3,"C",0,1,0,5,2,1,3,4969
30,3,3,"D",1,0,1,1,0,1,0,4970
36,0,1,"B",1,1,1,6,0,1,2,4971
22,1,9,"D",1,0,0,0,0,0,0,4972
42,1,5,"B",0,1,1,5,2,1,2,4973
21,1,2,"D",0,0,0,0,0,5,0,4974
38,0,3,"C",0,1,1,5,2,1,3,4975
25,8,3,"D",1,0,1,1,0,1,0,4976
69,1,2,"B",1,1,1,4,2,1,2,4977
53,9,1,"B",0,1,1,4,0,1,2,4978
36,1,2,"C",0,1,1,4,0,1,3,4979
51,6,1,"B",1,0,1,2,0,1,2,4980
43,5,1,"D",0,0,1,3,0,3,0,4981
42,1,1,"B",0,0,1,4,0,1,2,4982
37,7,2,"A",0,0,1,4,0,1,1,4983
66,0,2,"B",0,1,0,2,2,1,2,4984
39,1,2,"A",0,1,1,4,1,4,1,4985
21,5,5,"D",1,0,0,3,0,0,0,4986
28,8,2,"C",1,1,1,5,2,1,3,4987
26,1,1,"D",0,0,1,0,0,1,0,4988
18,8,6,"D",0,0,0,0,0,0,0,4989
23,1,8,"D",0,0,0,0,0,0,0,4990
45,1,5,"B",1,1,1,4,1,3,2,4991
65,1,3,"A",1,1,0,1,1,0,1,4992
87,0,1,"A",1,1,0,4,0,1,1,4993
56,5,4,"C",1,1,1,4,1,1,3,4994
47,1,2,"B",0,0,1,4,0,1,2,4995
68,1,1,"A",1,0,1,6,0,1,1,4996
40,6,1,"A",0,1,1,4,0,1,1,4997
41,0,1,"B",1,1,1,6,0,1,2,4998
35,9,1,"B",0,0,1,4,0,1,2,4999
66,1,2,"C",0,1,1,5,2,1,3,5000
22,8,3,"D",0,0,0,6,0,1,0,5001
18,1,4,"D",0,0,0,8,0,4,0,5002
60,0,1,"B",0,1,0,4,0,1,2,5003
40,0,1,"D",1,1,0,4,0,0,0,5004
28,1,2,"D",0,0,0,3,0,1,0,5005
42,6,2,"B",0,1,0,4,0,1,2,5006
46,1,2,"B",0,0,1,4,0,1,2,5007
23,9,4,"D",1,0,0,0,0,0,0,5008
43,0,1,"B",0,1,1,4,0,1,2,5009
20,0,6,"B",1,0,0,3,0,5,2,5010
27,4,2,"D",1,0,1,1,0,1,0,5011
60,0,2,"B",0,1,0,4,1,0,2,5012
71,0,2,"C",1,1,1,2,2,1,3,5013
39,7,1,"A",1,0,1,3,0,1,1,5014
35,1,2,"B",1,1,1,4,0,1,2,5015
19,1,4,"D",0,0,0,0,0,2,0,5016
53,0,1,"A",0,0,1,4,0,1,1,5017
23,4,9,"D",0,0,0,0,0,5,0,5018
50,4,1,"B",1,1,1,4,0,1,2,5019
35,4,4,"C",0,1,1,5,2,1,3,5020
32,11,2,"A",0,1,1,6,1,1,1,5021
33,5,3,"D",1,1,0,1,2,1,0,5022
47,0,4,"B",0,1,1,4,1,1,2,5023
37,0,1,"A",1,0,1,1,0,0,1,5024
23,9,3,"D",1,0,0,0,0,1,0,5025
30,9,1,"D",1,0,1,3,0,1,0,5026
28,3,2,"A",1,0,0,0,0,1,1,5027
39,1,1,"B",0,1,1,4,0,1,2,5028
81,1,2,"A",0,1,0,2,2,1,1,5029
65,0,2,"B",1,1,0,1,1,1,2,5030
30,0,2,"A",0,1,1,0,0,1,1,5031
40,8,1,"B",0,0,1,4,0,1,2,5032
28,4,6,"B",0,0,1,4,0,0,2,5033
28,0,9,"D",0,1,1,6,0,0,0,5034
60,1,4,"C",1,1,1,7,0,1,3,5035
48,1,3,"A",0,1,1,3,0,1,1,5036
70,3,1,"D",0,1,1,2,0,1,0,5037
39,7,2,"B",1,1,1,3,1,1,2,5038
42,5,5,"B",0,1,0,6,1,1,2,5039
38,1,2,"B",0,1,0,3,1,1,2,5040
35,0,1,"C",0,0,1,4,0,1,3,5041
43,1,3,"B",0,1,1,3,1,1,2,5042
83,1,1,"B",1,1,1,2,0,1,2,5043
43,8,1,"B",0,1,1,4,0,1,2,5044
46,0,4,"C",1,1,1,4,1,1,3,5045
50,0,3,"B",0,1,1,6,1,1,2,5046
38,8,1,"B",1,0,1,4,0,1,2,5047
69,1,2,"C",0,1,0,5,2,1,3,5048
38,1,2,"C",1,1,1,4,1,1,3,5049
26,0,3,"D",1,0,1,0,0,1,0,5050
37,0,5,"A",0,0,0,0,0,3,1,5051
72,0,2,"C",0,1,1,5,2,1,3,5052
52,1,4,"B",0,1,1,4,1,1,2,5053
85,1,2,"A",0,1,1,2,2,0,1,5054
29,6,3,"D",1,0,1,0,0,1,0,5055
26,0,4,"C",0,0,0,0,0,3,3,5056
33,0,6,"C",1,0,1,6,0,0,3,5057
40,0,1,"D",1,0,1,0,0,5,0,5058
79,2,2,"B",0,1,1,2,2,1,2,5059
35,1,1,"A",0,0,0,4,0,2,1,5060
68,0,1,"C",1,1,1,2,0,1,3,5061
36,7,5,"B",0,1,1,4,1,5,2,5062
51,3,5,"C",0,1,1,5,2,1,3,5063
25,8,4,"D",0,1,1,4,0,1,0,5064
35,0,2,"C",1,1,1,4,1,1,3,5065
21,1,4,"D",0,0,0,0,0,5,0,5066
55,1,4,"C",1,1,1,4,1,3,3,5067
35,1,3,"C",0,1,0,5,2,1,3,5068
39,6,1,"C",1,0,0,1,0,3,3,5069
83,1,2,"D",0,1,0,5,2,1,0,5070
45,1,2,"C",0,1,1,4,1,1,3,5071
40,9,2,"C",0,1,1,4,0,1,3,5072
27,1,5,"C",1,0,1,4,0,1,3,5073
51,7,3,"C",0,1,0,3,1,1,3,5074
35,1,3,"B",0,1,1,4,1,1,2,5075
57,0,2,"C",0,1,1,4,0,1,3,5076
20,1,4,"D",0,1,0,0,1,2,0,5077
49,4,1,"A",1,0,1,4,0,1,1,5078
52,1,2,"B",0,0,1,3,0,1,2,5079
35,1,3,"C",0,1,1,4,1,1,3,5080
39,1,3,"D",0,1,1,0,0,1,0,5081
69,0,2,"B",0,1,1,5,0,0,2,5082
26,6,2,"D",1,0,1,3,0,1,0,5083
36,8,4,"D",0,1,1,4,0,0,0,5084
25,6,2,"A",1,1,1,1,1,1,1,5085
60,0,1,"B",1,1,1,4,0,1,2,5086
37,1,2,"A",1,0,1,0,0,1,1,5087
42,0,1,"D",1,0,0,4,0,6,0,5088
22,9,4,"D",0,0,0,0,0,3,0,5089
41,2,4,"A",0,1,0,6,1,1,1,5090
75,0,1,"D",0,1,0,5,0,1,0,5091
77,0,2,"B",1,1,1,4,2,1,2,5092
31,8,4,"C",1,0,1,0,0,1,3,5093
33,1,2,"B",0,0,0,6,0,3,2,5094
60,1,4,"B",0,1,1,5,2,1,2,5095
61,1,2,"C",1,1,1,4,0,1,3,5096
29,8,1,"D",1,0,0,7,0,0,0,5097
25,1,4,"D",0,0,1,0,0,1,0,5098
83,2,2,"A",0,1,1,4,2,1,1,5099
38,7,1,"C",1,0,1,4,0,1,3,5100
28,0,4,"C",0,0,1,4,0,2,3,5101
65,0,2,"A",0,1,1,3,2,1,1,5102
61,0,4,"B",1,1,1,6,1,2,2,5103
51,4,2,"D",1,1,0,1,0,0,0,5104
36,2,3,"D",0,1,0,5,2,0,0,5105
55,2,2,"C",1,1,1,4,1,1,3,5106
46,0,4,"A",1,1,1,4,1,1,1,5107
43,8,2,"B",1,1,1,4,1,1,2,5108
57,4,3,"B",0,1,0,6,0,0,2,5109
35,0,1,"A",0,1,0,6,0,0,1,5110
37,0,3,"A",1,1,1,4,0,1,1,5111
35,4,2,"A",0,1,1,4,1,1,1,5112
37,1,2,"A",0,1,0,5,0,1,1,5113
38,0,3,"B",0,1,1,5,1,1,2,5114
19,1,3,"D",0,0,0,0,0,0,0,5115
36,0,1,"B",0,0,1,4,0,3,2,5116
61,2,2,"C",0,1,1,4,1,1,3,5117
53,1,6,"A",0,1,0,4,1,1,1,5118
45,0,1,"C",0,1,1,4,0,1,3,5119
42,1,6,"B",1,1,0,3,0,3,2,5120
83,0,2,"C",1,1,1,2,2,1,3,5121
36,0,1,"B",1,0,1,4,0,1,2,5122
80,1,2,"C",1,1,0,2,2,1,3,5123
18,0,5,"D",1,0,0,0,0,3,0,5124
36,0,2,"D",0,0,0,8,0,1,0,5125
43,8,1,"A",1,0,1,4,0,1,1,5126
38,4,1,"B",0,0,1,6,0,5,2,5127
45,7,4,"A",0,1,1,4,2,3,1,5128
72,0,2,"C",0,1,1,2,2,1,3,5129
43,9,2,"A",1,1,1,6,0,0,1,5130
29,8,2,"A",1,0,1,3,0,1,1,5131
45,1,2,"A",0,0,1,4,0,1,1,5132
29,13,1,"A",1,0,1,7,0,1,1,5133
43,7,3,"A",0,0,1,4,0,1,1,5134
42,0,3,"A",1,1,0,4,1,1,1,5135
47,9,6,"C",0,1,0,3,1,1,3,5136
60,1,3,"C",1,1,1,2,2,1,3,5137
41,5,2,"A",0,1,1,5,0,4,1,5138
27,7,3,"D",0,0,1,4,0,1,0,5139
46,8,1,"C",1,0,1,4,0,1,3,5140
25,2,2,"A",1,0,1,4,0,1,1,5141
22,1,3,"D",1,0,0,0,0,1,0,5142
56,1,3,"B",0,1,0,5,1,1,2,5143
35,9,2,"B",1,1,1,7,1,0,2,5144
50,8,2,"C",0,1,1,4,1,1,3,5145
33,1,6,"A",0,0,0,6,0,0,1,5146
69,1,2,"B",1,1,0,3,0,3,2,5147
38,4,2,"A",1,1,1,1,0,0,1,5148
42,1,5,"C",0,1,1,6,1,0,3,5149
61,3,6,"B",0,1,1,3,1,1,2,5150
20,4,6,"D",1,0,0,0,0,5,0,5151
40,5,4,"D",0,1,0,3,0,3,0,5152
51,1,2,"C",0,1,1,6,2,3,3,5153
58,4,5,"C",1,1,1,4,1,1,3,5154
33,1,5,"C",1,0,1,0,0,1,3,5155
26,0,2,"A",0,0,0,3,0,1,1,5156
58,4,3,"C",0,1,0,5,2,1,3,5157
65,0,2,"A",0,1,1,7,2,1,1,5158
41,1,2,"C",0,1,1,1,1,0,3,5159
42,0,2,"C",0,1,1,6,1,1,3,5160
25,14,1,"D",0,1,0,1,0,1,0,5161
30,10,6,"D",1,0,0,7,0,1,0,5162
51,0,3,"D",1,1,0,0,2,0,0,5163
26,1,4,"C",0,0,1,6,0,1,3,5164
37,2,4,"A",1,1,0,3,1,0,1,5165
25,0,2,"D",1,0,0,6,0,1,0,5166
41,0,2,"D",0,0,1,8,0,1,0,5167
83,1,3,"A",1,1,1,5,2,1,1,5168
35,0,3,"C",0,1,1,3,1,1,3,5169
21,3,7,"D",0,0,0,0,0,0,0,5170
28,0,3,"D",1,0,1,1,0,1,0,5171
51,0,4,"B",0,1,0,5,0,0,2,5172
25,1,3,"A",0,0,1,3,0,1,1,5173
29,2,3,"C",0,0,1,0,0,1,3,5174
45,1,2,"D",0,1,0,8,0,3,0,5175
47,8,5,"B",1,1,0,1,1,0,2,5176
40,8,2,"B",1,0,1,4,0,1,2,5177
65,1,1,"A",1,1,1,2,0,1,1,5178
40,2,1,"B",0,0,1,4,0,3,2,5179
42,8,2,"B",0,1,1,6,1,5,2,5180
45,2,3,"D",0,1,1,4,1,3,0,5181
58,1,1,"A",1,1,1,1,0,3,1,5182
30,1,3,"D",1,0,0,6,0,5,0,5183
35,10,2,"B",0,1,1,4,2,1,2,5184
53,9,1,"A",1,1,0,7,0,1,1,5185
88,1,2,"C",1,1,1,4,2,1,3,5186
27,0,3,"C",1,0,0,8,0,5,3,5187
39,9,1,"A",0,0,1,4,0,1,1,5188
28,1,4,"B",1,0,0,4,0,0,2,5189
35,9,3,"A",0,1,0,3,0,4,1,5190
76,1,2,"A",0,1,0,5,2,0,1,5191
33,0,1,"D",1,0,1,0,0,1,0,5192
59,5,2,"A",1,1,1,6,0,1,1,5193
45,0,1,"B",1,1,1,6,0,0,2,5194
86,0,2,"B",1,1,0,2,2,1,2,5195
25,0,8,"B",1,0,0,0,0,2,2,5196
33,0,3,"A",1,0,1,3,0,1,1,5197
62,0,2,"C",1,1,1,4,2,1,3,5198
55,4,4,"C",1,1,1,4,1,2,3,5199
39,0,1,"A",0,0,1,4,0,4,1,5200
30,3,6,"D",0,0,1,0,0,2,0,5201
37,0,2,"A",1,1,0,5,2,4,1,5202
40,0,1,"A",1,0,0,8,0,1,1,5203
38,6,4,"A",0,0,1,4,0,5,1,5204
52,1,2,"A",0,1,0,4,0,1,1,5205
48,1,5,"B",1,1,0,1,1,3,2,5206
60,1,5,"B",1,1,0,1,1,0,2,5207
36,9,1,"A",1,0,1,1,0,0,1,5208
59,0,2,"C",0,1,1,6,1,0,3,5209
71,0,3,"A",0,1,0,3,1,1,1,5210
37,1,2,"B",0,1,1,5,1,1,2,5211
51,0,1,"A",1,0,1,4,0,1,1,5212
28,1,2,"B",0,1,1,4,1,1,2,5213
22,1,8,"D",1,0,0,0,0,0,0,5214
48,1,2,"C",1,1,1,7,2,5,3,5215
31,1,8,"A",1,0,0,1,0,0,1,5216
37,1,5,"C",0,1,0,4,0,3,3,5217
50,1,4,"C",0,1,1,6,1,1,3,5218
50,1,1,"A",1,0,1,5,0,1,1,5219
43,1,1,"D",1,0,1,4,0,1,0,5220
20,0,4,"C",0,0,0,8,0,1,3,5221
28,0,4,"B",1,0,1,3,0,5,2,5222
33,7,6,"C",1,0,0,0,0,1,3,5223
49,0,1,"B",1,0,1,4,0,5,2,5224
40,9,1,"D",1,0,1,0,0,0,0,5225
21,0,3,"C",1,0,0,6,0,1,3,5226
36,1,5,"A",1,1,0,1,0,0,1,5227
49,1,3,"A",0,1,0,6,1,0,1,5228
36,0,2,"A",1,1,1,3,0,3,1,5229
32,8,1,"D",1,0,1,8,0,1,0,5230
48,4,2,"C",1,1,1,4,1,1,3,5231
69,3,8,"A",0,1,0,3,0,1,1,5232
67,1,1,"A",1,1,1,1,0,1,1,5233
32,3,2,"C",1,1,0,1,0,1,3,5234
36,0,2,"B",0,1,0,1,1,1,2,5235
43,6,3,"C",0,1,1,5,2,1,3,5236
36,9,5,"D",0,1,1,4,1,0,0,5237
36,0,2,"C",0,1,1,4,1,2,3,5238
23,4,3,"D",1,0,0,0,0,1,0,5239
35,0,3,"C",1,1,1,6,1,1,3,5240
68,0,3,"C",1,1,1,2,1,1,3,5241
46,1,2,"C",0,0,1,4,0,1,3,5242
49,0,1,"B",0,0,1,3,0,5,2,5243
37,0,2,"C",0,1,1,4,1,0,3,5244
53,9,2,"B",0,1,1,4,1,1,2,5245
70,7,1,"B",1,1,0,1,0,3,2,5246
43,8,4,"D",1,0,1,4,0,1,0,5247
83,0,2,"A",0,1,1,5,2,1,1,5248
25,9,2,"A",1,0,1,3,0,1,1,5249
29,1,1,"A",1,0,1,1,0,1,1,5250
65,0,1,"A",1,1,1,2,0,1,1,5251
46,0,4,"B",1,1,1,4,2,1,2,5252
59,8,1,"B",0,1,1,4,0,1,2,5253
30,0,2,"C",1,0,1,0,0,1,3,5254
29,5,2,"D",0,1,0,0,0,1,0,5255
58,9,1,"B",0,1,1,4,0,1,2,5256
71,1,5,"C",0,1,0,4,0,1,3,5257
53,1,5,"A",0,1,0,5,0,1,1,5258
36,8,4,"C",0,1,1,6,1,3,3,5259
33,0,4,"D",0,0,0,1,0,4,0,5260
32,0,3,"B",0,0,1,1,0,0,2,5261
49,0,1,"D",1,0,1,3,0,3,0,5262
84,1,2,"B",0,1,0,2,2,1,2,5263
30,0,4,"A",0,1,1,0,0,1,1,5264
26,1,4,"A",0,0,0,0,0,3,1,5265
41,5,3,"B",1,1,1,4,2,6,2,5266
25,4,5,"D",0,0,0,0,0,1,0,5267
26,9,3,"D",0,1,1,0,2,5,0,5268
27,0,5,"A",1,0,0,6,0,3,1,5269
80,0,1,"C",1,1,1,2,0,1,3,5270
50,1,3,"D",1,1,1,0,0,1,0,5271
66,0,2,"C",1,1,1,4,0,1,3,5272
58,1,5,"B",0,1,0,5,2,1,2,5273
42,0,3,"B",1,0,1,6,0,1,2,5274
37,0,3,"B",1,0,1,4,0,1,2,5275
49,0,1,"C",0,1,1,4,0,1,3,5276
39,3,2,"A",0,0,1,3,0,4,1,5277
69,0,3,"C",0,1,0,2,0,1,3,5278
50,1,5,"C",1,1,1,4,2,1,3,5279
37,8,2,"B",0,1,1,3,1,3,2,5280
61,1,2,"A",0,1,0,3,0,1,1,5281
52,1,4,"C",0,1,1,5,2,4,3,5282
27,9,7,"C",1,0,1,1,0,3,3,5283
43,1,2,"A",0,0,1,4,0,1,1,5284
35,1,1,"B",1,0,0,3,0,1,2,5285
52,1,1,"A",1,1,0,5,0,3,1,5286
48,0,4,"C",0,1,1,5,2,1,3,5287
26,8,5,"A",0,0,0,4,0,6,1,5288
49,1,2,"C",1,0,1,4,0,5,3,5289
37,0,1,"A",0,0,1,3,0,1,1,5290
30,13,4,"D",0,0,0,5,0,3,0,5291
43,0,1,"D",0,0,0,3,0,0,0,5292
42,0,3,"C",1,0,1,4,0,1,3,5293
23,4,7,"D",1,0,0,0,0,3,0,5294
81,9,1,"B",0,1,1,2,0,1,2,5295
45,2,1,"A",1,1,1,1,0,0,1,5296
33,1,2,"C",0,0,1,4,0,1,3,5297
25,8,2,"D",0,0,0,3,0,0,0,5298
38,1,5,"B",0,1,0,5,1,5,2,5299
25,8,2,"A",0,1,1,5,2,1,1,5300
45,1,4,"B",0,1,1,4,0,3,2,5301
63,1,2,"B",1,0,1,4,0,1,2,5302
39,0,2,"A",1,1,1,4,2,1,1,5303
25,1,1,"B",1,0,0,1,0,1,2,5304
67,0,1,"B",1,0,1,4,0,2,2,5305
